epoch,learning_rate,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,epoch_time_sec
11,8.136274519200731e-05,1.0658668975799577,0.9836629913306961,0.9538155936848172,0.9721152964593573,0.9626879847034233,1.3599090676252794,0.9345971563981043,0.8382143813794184,0.8207376203101762,0.8205956304257301,422.15211033821106
12,7.683558778750917e-05,1.0602869622625692,0.9845635889234913,0.9578347705407163,0.9740973202150662,0.9657562187639736,1.3593008015554502,0.9360866621530128,0.8517501796277508,0.7866032621117998,0.8044264911703727,414.12222838401794
13,7.197724508631912e-05,1.058417058881009,0.9854726033162192,0.9580267324166665,0.9745043707255204,0.9660439971864356,1.3454960699087877,0.940419769803656,0.8318513711416808,0.8419674948497812,0.8313674988402272,413.1105680465698
14,6.684881356678078e-05,1.0547956113331287,0.9860617793115057,0.9599504734100764,0.9756282806369501,0.9676033584915212,1.3398568151767138,0.9394719025050778,0.8426479463505488,0.8311634098295553,0.8304509243343069,412.1691837310791
15,6.151478623083756e-05,1.0510395105614947,0.9870802121033583,0.9648395935858072,0.9795186162710215,0.9720050314563549,1.3520694773666908,0.9387948544346648,0.8339354985141524,0.8145254333456482,0.8152179787891707,421.205215215683
16,5.604224156711374e-05,1.0475246622008352,0.9879976432960188,0.9662391745167546,0.978670204278408,0.97233226340051,1.3678693842387475,0.9314827352742044,0.8190633023355891,0.8260084555129686,0.8023573482347134,415.50230836868286
17,5.05e-05,1.0450154696617773,0.9885784024913727,0.9672360424415954,0.980668655336194,0.9738003239735776,1.3491457300567111,0.9436696005416385,0.8656372743791773,0.8482490325943323,0.8552418210230243,417.3935983181
18,4.495775843288627e-05,1.0427431344604685,0.9890918272872654,0.9687607310653037,0.9814359018844527,0.9749654647426607,1.3391025404229548,0.942450914014895,0.8527730436713233,0.8307681306551762,0.8362783793006885,414.6701092720032
19,3.9485213769162445e-05,1.0400593495370964,0.9898409224812726,0.9703047030192222,0.9832581676937472,0.9766429049323789,1.3539614896315857,0.9382532159783344,0.8475523604349344,0.8306668002052847,0.8368269024040309,415.0568506717682
20,3.4151186433219244e-05,1.03765376043404,0.9903964312768285,0.9717332256141528,0.9841529941359031,0.9778232814618236,1.3435088547323715,0.9417738659444821,0.851547398533093,0.8274114878615334,0.8336387891106646,389.256005525589
21,2.9022754913680878e-05,1.0354713116578307,0.9903795976769633,0.9706699724597192,0.9832495056981057,0.9768247233716617,1.3528966433951881,0.9402843601895735,0.8564533325584053,0.8332500417040353,0.834795202701872,378.595440864563
22,2.4164412212490847e-05,1.032886861412325,0.9910950256712397,0.9726199049790132,0.985999577325052,0.9791663010784132,1.3609728041579776,0.9385240352064996,0.8483215526157826,0.8330989763513219,0.8383205345188672,380.5689580440521
23,1.9637254807992694e-05,1.0319064708523011,0.9915242824678058,0.9731660887345016,0.9860121036796122,0.9794560127364195,1.3439003435598489,0.9444820582261341,0.8658892528994971,0.8324922235661787,0.8469475300404523,377.19550704956055
24,1.5498214331265904e-05,1.0299279099822736,0.9919872064641023,0.9748530422841578,0.9861222888470824,0.9803931981729804,1.346601501654029,0.943805010155721,0.8487728328237443,0.8374310694507495,0.8394807842523527,362.5089497566223
25,1.1799341617832531e-05,1.028478007316188,0.9925427152596583,0.9762308392025639,0.988563751860917,0.9822706129173608,1.3427635974632217,0.9455653351387948,0.862508340678241,0.8319283574590206,0.8444967821117361,362.7598159313202
26,8.587152138199936e-06,1.026690954821307,0.9928204696574362,0.9769415690875778,0.9887604928233938,0.9827469919772999,1.3509863589692939,0.9451591062965471,0.8565522150447975,0.8360049033454331,0.8432485126536196,362.6507775783539
27,5.902041038830258e-06,1.025907021526656,0.9927783856577729,0.977049980382145,0.9893808732621707,0.9830922534425857,1.3539286278031852,0.9443466486120514,0.8576962373152822,0.8322709368882629,0.84243997181863,377.77455711364746
28,3.7777751497358053e-06,1.0252220646007204,0.9929972224560222,0.9778413989830355,0.9895678686595655,0.9835925257087905,1.3495663188322218,0.9461069735951253,0.8554298724482481,0.8409178892885396,0.8453874766285482,377.16383934020996
29,2.241068346999731e-06,1.0245446806433185,0.9932833936537329,0.9786974002639941,0.9909701427167774,0.9847184218682579,1.3490168478170923,0.9469194312796209,0.8635660902542471,0.8327461159828984,0.8450547562421679,376.9747402667999
30,1.3112456102844912e-06,1.0250035092461622,0.9933759784529922,0.9785574483847828,0.9900149426514524,0.984177712952271,1.3497653138903887,0.947190250507786,0.8637907718883225,0.8391531336763,0.8483986855333878,378.18060517311096
